"Job ID",Agency,"Posting Type","# Of Positions","Business Title","Civil Service Title","Title Classification","Title Code No",Level,"Job Category","Full-Time/Part-Time indicator","Career Level","Salary Frequency","Work Location","Division/Work Unit",Hours/Shift,"Work Location 1","Residency Requirement","Posting Date","Post Until","Posting Updated","Process Date",Salary_Range_From,Salary_Range_To,Job_Category_Industry,Hours_Shift_Simplified,Salary_Range_From_Modified,Salary_Range_To_Modified
638114,"HOUSING PRESERVATION & DVLPMNT",Internal,1,"TEAM LEADER FOR THE DIVISION OF TENANT & OWNER RESOURCES","COMMUNITY ASSOCIATE",Non-Competitive-5,56057,0,"Constituent Services & Community Programs",FT,"Experienced (non-manager)",Annual,"100 Gold Street","PROJECT-BASED PROGRAMS INTAKE",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/11/2024,10-Aug-24,6/11/2024,8/6/2024,$65249,$65249,"Constituent Services & Community Programs",N/A,$65249,$65249
619955,"HRA/DEPT OF SOCIAL SERVICES",External,1,"HOUSING SPECIALIST","PRINCIPAL ADMINISTRATIVE ASSOC",Competitive-1,10124,2,"Social Services",FT,"Experienced (non-manager)",Annual,"375 Pearl Street","Hasa Hiv/Aids Svcs Admin-NM",9am-5pm,"375 Pearl Street","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",12/13/2023,N/A,12/18/2023,8/6/2024,$61015,$77124,"Social Services","9 AM - 5 PM",$61015,$77124
527821,"NYC HOUSING AUTHORITY",External,1,PLASTERER,PLASTERER,Competitive-1,92235,0,"Building Operations & Maintenance",FT,Entry-Level,Hourly,"Manhattan Floating Staff","Manhattan Property Management",N/A,N/A,"New York City Residency is not required for this position.",4/13/2022,N/A,5/12/2022,8/6/2024,$48,$48,"Building Operations & Maintenance",N/A,$48,$48
639542,"TAXI & LIMOUSINE COMMISSION",Internal,1,"IT DATA ENGINEER","SENIOR IT ARCHITECT","Pending Classification-2",6800,0,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"33 Beaver St, New York Ny","Information Technology",N/A,"33 Beaver St, New York Ny","New York City Residency is not required for this position.",6/27/2024,N/A,6/27/2024,8/6/2024,$100000,$135000,"Technology, Data & Innovation",N/A,$100000,$135000
637616,"DEPT OF ENVIRONMENT PROTECTION",External,1,"DEPUTY PORTFOLIO MANAGER","ADMINISTRATIVE PROJECT MANAGER",Competitive-1,83008,M3,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",FT,Manager,Annual,"71 Smith Avenue, Kingston, Ny","UPSTATE CAPITAL CONSTR. - IFA",N/A,N/A,"New York City Residency is not required for this position.",7/30/2024,N/A,7/30/2024,8/6/2024,$81083,$216270,"Public Safety",N/A,$81083,$216270
636918,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,"COLLEGE AIDE (PROJECT CONTROLS)","COLLEGE AIDE (ALL CITY DEPTS)",Non-Competitive-5,10209,1,"Engineering, Architecture, & Planning Policy, Research & Analysis",FT,Student,Hourly,"30-30 Thomson Ave L I City Qns","PROJ CNTRLS/PROC IMPVMT+ANYTI",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/30/2024,N/A,5/30/2024,8/6/2024,$17,$17,"Policy, Research & Analysis",N/A,$17,$17
597089,"DEPARTMENT OF TRANSPORTATION",External,3,"ASSISTANT CIVIL ENGINEER Ã¢Â€Â“ DESIGN AND CONSTRUCTION","ASSISTANT CIVIL ENGINEER",Competitive-1,20210,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"33-00 Northern Blvd., Lic Ny","Design & Construction","35 Hours/ To Be Determined","33-00 Northern Blvd., Lic Ny","New York City Residency is not required for this position.",8/12/2023,N/A,9/14/2023,8/6/2024,$62370,$93587,"Engineering, Architecture, & Planning","35 Hours Per Week",$62370,$93587
619798,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"PUBLIC HEALTH INSPECTOR, BUREAU OF FOOD SAFETY AND COMMUNITY SANITATION","PUBLIC HEALTH SANITARIAN",Competitive-1,31215,1,"Health Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"NYC - All Boroughs","Food Safety & Community Sanit",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",12/13/2023,12-Dec-24,6/14/2024,8/6/2024,$49961,$49961,"Public Safety",N/A,$49961,$49961
585475,"DEPT OF DESIGN & CONSTRUCTION",External,1,"JUNIOR PROJECT MANAGER","PROJECT MANAGER INTERN#",Competitive-1,22425,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"777 Third Avenue","PUB BLDGS/Borough Based Jails","35 Hours","777 Third Avenue, Manhattan, NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/5/2023,N/A,9/15/2023,8/6/2024,$51535,$59265,"Engineering, Architecture, & Planning","35 Hours Per Week",$51535,$59265
638484,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"ASSOCIATE LABORATORY MICROBIOLOGIST","ASSOCIATE LABORATORY MICROBIOL",Competitive-1,21514,1,Health,FT,"Experienced (non-manager)",Annual,"455 First Ave., N.Y.",Virology/Immunology,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/5/2024,2-Nov-24,7/5/2024,8/6/2024,$63962,$75000,Health,N/A,$63962,$75000
638217,"DEPARTMENT OF PROBATION",Internal,3,INVESTIGATOR,"INVESTIGATOR (EMPLOYEE DISCIPL",Non-Competitive-5,31172,3,"Legal Affairs",FT,"Experienced (non-manager)",Annual,"33 Beaver St, New York Ny","Admin Executive Offices",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/12/2024,N/A,6/20/2024,8/6/2024,$60231,$82000,"Legal Affairs",N/A,$60231,$82000
605239,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"AREA ENGINEER - MECHANICAL ENGINEERING","MECHANICAL ENGINEER",Competitive-1,20415,3,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","Mechanical Engineering - IFA","35 hours per week/day","96-05 Horace Harding Expressway, 2nd floor Corona, NY 11368","New York City Residency is not required for this position.",11/27/2023,N/A,12/4/2023,8/6/2024,$98470,$133496,"Engineering, Architecture, & Planning","35 Hours Per Week",$98470,$133496
623443,"DEPARTMENT OF TRANSPORTATION",Internal,1,"PROJECT MANAGER","ADMINISTRATIVE STAFF ANALYST (",Competitive-1,1002E,0,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"55 Water St Ny Ny","IT & Telecom",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",1/18/2024,N/A,2/22/2024,8/6/2024,$102292,$163512,"Technology, Data & Innovation",N/A,$102292,$163512
637999,"HOUSING PRESERVATION & DVLPMNT",Internal,1,"DATABASE ADMINISTRATOR FOR THE DIVISION OF HPD TECH","COMPUTER SPECIALIST (SOFTWARE)",Competitive-1,13632,3,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"100 Gold Street","HPD Tech",N/A,N/A,"New York City Residency is not required for this position.",6/10/2024,8-Sep-24,6/10/2024,8/6/2024,$100743,$115854,"Technology, Data & Innovation",N/A,$100743,$115854
556490,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"DIRECTOR OF PLANNING & PROCUREMENT","ADMINISTRATIVE ENGINEER",Competitive-1,10015,M4,"Finance, Accounting, & Procurement",FT,Executive,Annual,"96-05 Horace Harding Expway","BWT - ADMINISTRATION/PERSONNEL","35 hours per week/day","96-05 Horace Harding Expway","New York City Residency is not required for this position.",10/25/2022,N/A,10/26/2022,8/6/2024,$80931,$208826,"Finance, Accounting, & Procurement","35 Hours Per Week",$80931,$208826
636047,"HRA/DEPT OF SOCIAL SERVICES",External,1,"SENIOR ELIGIBILITY SUPERVISOR","PRINCIPAL ADMINISTRATIVE ASSOC",Competitive-1,10124,2,"Building Operations & Maintenance Social Services",FT,"Experienced (non-manager)",Annual,"1790 Grand Concourse, Bronx","Hasa Hiv/Aids Svcs Admin-NM",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/14/2024,N/A,5/14/2024,8/6/2024,$57976,$66672,"Social Services",N/A,$57976,$66672
643698,"NYC HOUSING AUTHORITY",External,1,"FARMS AND GARDENS OPERATIONS COORDINATOR","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Constituent Services & Community Programs",FT,"Experienced (non-manager)",Annual,"Health Initiatives","Resident Health Initiatives",N/A,N/A,"New York City Residency is not required for this position.",8/5/2024,N/A,8/5/2024,8/6/2024,$60889,$75000,"Constituent Services & Community Programs",N/A,$60889,$75000
642853,"HRA/DEPT OF SOCIAL SERVICES",Internal,1,"CONTRACT SPECIALIST","CONTRACT SPECIALIST",Competitive-1,40561,2,"Social Services",FT,"Experienced (non-manager)",Annual,"4 World Trade Center","Customized Assist Svc-NM",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/18/2024,N/A,7/22/2024,8/6/2024,$57550,$66182,"Social Services",N/A,$57550,$66182
637570,"DEPT OF ENVIRONMENT PROTECTION",External,1,"MANHATTAN/BRONX INSPECTOR SUPERVISOR (ENGINEERING TECHNICIAN IV)","ENGINEERING TECHNICIAN",Competitive-1,20113,4,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"420 East 38Th St.","QUALITY ASSURANCE",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/18/2024,N/A,6/18/2024,8/6/2024,$61267,$70457,"Engineering, Architecture, & Planning",N/A,$61267,$70457
552250,"DEPT OF ENVIRONMENT PROTECTION",External,1,"AREA ENGINEER","ADMINISTRATIVE PROJECT MANAGER",Competitive-1,8300B,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","NYPA COORDINATION",N/A,"96-05 Horace Harding Expway","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",9/30/2022,N/A,9/30/2022,8/6/2024,$53702,$148745,"Engineering, Architecture, & Planning",N/A,$53702,$148745
540541,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"SENIOR LANDSCAPE ARCHITECT","LANDSCAPE ARCHITECT",Competitive-1,21315,1,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"59-17 Junction Blvd Corona Ny","ENVIRONMENTAL PLANNING","35 Hours/Weekly","59-17 Junction Blvd Corona Ny","New York City Residency is not required for this position.",7/16/2022,N/A,7/16/2022,8/6/2024,$67757,$98128,"Engineering, Architecture, & Planning","35 Hours Per Week",$67757,$98128
552783,"DEPT OF ENVIRONMENT PROTECTION",External,1,"ASSET MANAGEMENT PROGRAM PLANNER","COMPUTER SPECIALIST (SOFTWARE)",Competitive-1,13632,2,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","ASSET MANAGEMENT PLANNING",N/A,"96-05 Horace Harding Expway","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",9/29/2022,N/A,9/29/2022,8/6/2024,$85371,$109990,"Engineering, Architecture, & Planning",N/A,$85371,$109990
527817,"NYC HOUSING AUTHORITY",External,1,"SUPERVISOR PLUMBER","SUPERVISOR PLUMBER",Competitive-1,91972,0,"Policy, Research & Analysis Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Hourly,"Manhattan Floating Staff","Manhattan Property Management",N/A,N/A,"New York City Residency is not required for this position.",4/13/2022,N/A,5/12/2022,8/6/2024,$55,$55,"Public Safety",N/A,$55,$55
630916,"HRA/DEPT OF SOCIAL SERVICES",Internal,3,"SECTION SUPERVISOR","PRINCIPAL ADMINISTRATIVE ASSOC",Competitive-1,10124,2,"Constituent Services & Community Programs Social Services",FT,"Experienced (non-manager)",Annual,"92-31 Union Hall St. Jamaica N","Constituent Services-NM",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",3/18/2024,N/A,4/23/2024,8/6/2024,$57976,$66672,"Social Services",N/A,$57976,$66672
557359,"DEPARTMENT OF TRANSPORTATION",External,1,"OFFICE MANAGER","RESEARCH ASSISTANT",Competitive-1,60910,0,"Administration & Human Resources",FT,"Experienced (non-manager)",Annual,"59 Maiden Lane","Litigation Svs and Record Mgmt",35hrs,"59 Maiden Lane, NY, NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",11/2/2022,N/A,11/2/2022,8/6/2024,$45428,$68741,"Administration & Human Resources","35 Hours Per Week",$45428,$68741
586824,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,"DEPUTY DIRECTOR","ADM CONSTRUCTION PRJ MGR-NM",Competitive-1,8299A,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","INFRA/CONSTR. MGMT2/EXECUTIVE","35 Hours","30-30 Thomson Avenue, Long Island City, NY","New York City Residency is not required for this position.",5/30/2023,N/A,5/30/2023,8/6/2024,$56972,$123150,"Engineering, Architecture, & Planning","35 Hours Per Week",$56972,$123150
595772,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"PERMIT COORDINATOR","CITY RESEARCH SCIENTIST",Non-Competitive-5,21744,2,"Engineering, Architecture, & Planning Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","PROJECT MANAGEMENT OFFICE (PMO",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",8/13/2023,N/A,8/13/2023,8/6/2024,$82506,$103548,"Policy, Research & Analysis",N/A,$82506,$103548
596617,"HRA/DEPT OF SOCIAL SERVICES",External,1,"CASE MANAGEMENT WORKER",CASEWORKER,Competitive-1,52304,0,"Social Services",FT,Entry-Level,Annual,"115 Chrystie Street","Off Of Child‚  Enforc-NM",N/A,N/A,"New York City Residency is not required for this position.",8/3/2023,N/A,8/4/2023,8/6/2024,$45329,$52128,"Social Services",N/A,$45329,$52128
639616,"OFFICE OF THE COMPTROLLER",Internal,1,"DIRECTOR OF QUALITY ASSURANCE","COMPUTER SYSTEMS MANAGER",Competitive-1,10050,M3,"Technology, Data & Innovation",FT,Manager,Annual,"1 Centre St., N.Y.","Information Systems",N/A,N/A,"New York City Residency is not required for this position.",6/28/2024,26-Sep-24,6/28/2024,8/6/2024,$128800,$140000,"Technology, Data & Innovation",N/A,$128800,$140000
631845,"POLICE DEPARTMENT",Internal,1,"AGENCY ATTORNEY, LEVEL III","AGENCY ATTORNEY",Non-Competitive-5,30087,3,"Legal Affairs",FT,"Experienced (non-manager)",Annual,"375 Pearl Street","Risk Mitigation Division/Unif","9 am - 5 pm; 10 am - 6 pm; Monday - Friday","375 Pearl Street, New York, NY 20th Floor NY, NY 10038","New York City Residency is not required for this position.",3/27/2024,N/A,6/10/2024,8/6/2024,$87003,$128440,"Legal Affairs","40 Hours Per Week",$87003,$128440
643882,"NYC HOUSING AUTHORITY",External,1,"CITY RESEARCH SCIENTIST","CITY RESEARCH SCIENTIST",Non-Competitive-5,21744,1,"Building Operations & Maintenance",FT,"Experienced (non-manager)",Annual,"Heating Mgt-Operations","Heating Mgmt & Svcs Dept",N/A,N/A,"New York City Residency is not required for this position.",7/30/2024,19-Aug-24,7/30/2024,8/6/2024,$70087,$84805,"Building Operations & Maintenance",N/A,$70087,$84805
571607,"DEPT OF ENVIRONMENT PROTECTION",External,1,"ASSET MANAGEMENT PROGRAM PLANNER","ASSOCIATE PROJECT MANAGER",Competitive-1,22427,2,"Engineering, Architecture, & Planning",FT,Manager,Annual,"96-05 Horace Harding Expway","Dept of Environment Protection","35 hours per week/day (Non-trade titles), 40 hours per week/day (Trade titles only)","96-05 Horace Harding Expressway, 2nd floor, Corona, NY 11368","New York City Residency is not required for this position.",3/28/2023,N/A,3/28/2023,8/6/2024,$74650,$109409,"Engineering, Architecture, & Planning","35 Hours Per Week",$74650,$109409
625094,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,"SENIOR PROJECT MANAGER","ADMINISTRATIVE PROJECT MANAGER",Competitive-1,8300B,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","PUB BLDGS/CPD/Library/Brooklyn",N/A,N/A,"New York City Residency is not required for this position.",2/1/2024,N/A,2/1/2024,8/6/2024,$58682,$91405,"Engineering, Architecture, & Planning",N/A,$58682,$91405
