"Job ID",Agency,"Posting Type","# Of Positions","Business Title","Civil Service Title","Title Classification","Title Code No",Level,"Job Category","Full-Time/Part-Time indicator","Career Level","Salary Frequency","Work Location","Division/Work Unit",Hours/Shift,"Work Location 1","Residency Requirement","Posting Date","Post Until","Posting Updated","Process Date",Salary_Range_From,Salary_Range_To,Job_Category_Industry,Hours_Shift_Simplified,Salary_Range_From_Modified,Salary_Range_To_Modified
639675,"OFFICE OF MANAGEMENT & BUDGET",Internal,1,"UH/DAD (PROCUREMENT LEAD SPECIALIST)  MANAGEMENT & OPERATIONS","BUDGET ANALYST (OMB)-MANAGERIA","Pending Classification-2",0608A,M1,"Finance, Accounting, & Procurement Policy, Research & Analysis",FT,Manager,Annual,"255 Greenwich Street","Budget Directors Office (MGRL)",N/A,"255 Greenwich Street","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/28/2024,N/A,6/28/2024,8/6/2024,$117935,$141217,"Policy, Research & Analysis",N/A,$117935,$141217
481622,"ADMIN FOR CHILDREN'S SVCS",External,1,"CHILD PROTECTIVE MANAGER","DIRECTOR OF FIELD OPERATIONS (",Non-Competitive-5,95600,M1,"Social Services",FT,"Experienced (non-manager)",Annual,"2501 Grand Concourse","Managers - All",N/A,N/A,"New York City Residency is not required for this position.",6/30/2022,N/A,6/30/2022,8/6/2024,$58700,$102226,"Social Services",N/A,$58700,$102226
613237,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,"EXECUTIVE ASSISTANT","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Administration & Human Resources",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns",Infra-Executive,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",11/6/2023,N/A,6/6/2024,8/6/2024,$59116,$67983,"Administration & Human Resources",N/A,$59116,$67983
636696,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"RESEARCH SCIENTIST, BUREAU OF ENVIRONMENTAL SCIENCES AND ENGINEERING","CITY RESEARCH SCIENTIST",Non-Competitive-5,21744,1,Health,FT,"Experienced (non-manager)",Annual,"30-30 47TH AVE","Public Health Engineering",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/28/2024,28-May-25,5/28/2024,8/6/2024,$70087,$70087,Health,N/A,$70087,$70087
634260,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"CASE MANAGER, BUREAU OF TUBERCULOSIS CONTROL","PUBLIC HEALTH ADVISER",Competitive-1,51191,2,Health,FT,"Experienced (non-manager)",Annual,"NYC - All Boroughs","TB DICM",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/29/2024,29-Apr-25,5/15/2024,8/6/2024,$51528,$59257,Health,N/A,$51528,$59257
637072,"FINANCIAL INFO SVCS AGENCY",External,1,"SILVER STAR MAINFRAME DEVELOPER","COMPUTER SYSTEMS MANAGER",Competitive-1,1005D,0,"Technology, Data & Innovation",PT,"Experienced (non-manager)",Hourly,"5 Manhattan West","OPS/FS/Technical Services","Part-Time Position “ 20 hours/week.","5 Manhattan West, NY, NY","New York City Residency is not required for this position.",5/24/2024,N/A,5/24/2024,8/6/2024,$35,$41,"Technology, Data & Innovation","20 Hours Per Week",$36400,$42640
636341,"DEPARTMENT OF SANITATION",External,1,"RADIATION & BIO-CHEM SAFETY OFFICER","CITY RESEARCH SCIENTIST",Non-Competitive-5,21744,2,"Green Jobs",FT,"Experienced (non-manager)",Annual,"465 Hamilton Ave., Brooklyn","BK. S Dist. 1",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/11/2024,N/A,7/11/2024,8/6/2024,$82506,$103548,"Green Jobs",N/A,$82506,$103548
639938,"DEPT OF DESIGN & CONSTRUCTION",External,1,"SENIOR DESIGN REVIEWER (ELECTRICAL)","ADM ENGINEER (NON MGRL)",Competitive-1,1001A,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","PUB BLDGS/A+E/ENGINEERING",N/A,N/A,"New York City Residency is not required for this position.",7/2/2024,N/A,7/3/2024,8/6/2024,$58682,$108150,"Engineering, Architecture, & Planning",N/A,$58682,$108150
643881,"NYC HOUSING AUTHORITY",Internal,1,"CARETAKER X (HA)","CARETAKER (HA)",Labor-3,90645,0,"Building Operations & Maintenance",FT,Entry-Level,Annual,"Morrisania Air Rights","Bronx Property Management",N/A,N/A,"New York City Residency is not required for this position.",8/1/2024,21-Aug-24,8/1/2024,8/6/2024,$36006,$50569,"Building Operations & Maintenance",N/A,$36006,$50569
626699,"DEPARTMENT OF TRANSPORTATION",Internal,15,"SEARCHERS / TESTIFIERS (PER DIEM)","PRINCIPAL ADMINISTRATIVE ASSOC",Competitive-1,10124,2,"Administration & Human Resources Policy, Research & Analysis",FT,"Experienced (non-manager)",Hourly,"59 Maiden Lane","Litigation Svs and Record Mgmt",35hrs,"59 Maiden Lane, NY, NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",2/18/2024,N/A,2/20/2024,8/6/2024,$32,$46,"Policy, Research & Analysis","35 Hours Per Week",$58240,$83720
636564,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"ASSOCIATE LABORATORY MICROBIOLOGIST I, BUREAU OF THE PUBLIC HEALTH LABORATORY","ASSOCIATE LABORATORY MICROBIOL",Competitive-1,21514,1,"Constituent Services & Community Programs Health Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"455 First Ave., N.Y.",Microbiology,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/21/2024,21-May-25,5/23/2024,8/6/2024,$63962,$75000,"Policy, Research & Analysis",N/A,$63962,$75000
633803,"DEPT OF DESIGN & CONSTRUCTION",External,1,"DEPUTY DIRECTOR (PAYROLL)","COMMUNITY COORDINATOR",Non-Competitive-5,56058,0,"Administration & Human Resources",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns",HRSD/PAYROLL,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/18/2024,N/A,4/18/2024,8/6/2024,$59116,$90050,"Administration & Human Resources",N/A,$59116,$90050
636367,"ADMIN TRIALS AND HEARINGS",Internal,20,"JUDICIAL HEARING OFFICER","HEARING OFFICER (PER SESSION)",Non-Competitive-5,95937,0,"Legal Affairs",PT,"Experienced (non-manager)",Hourly,"66 John Street, New York, Ny","Hearing Division MA",N/A,"Remote Only","New York City Residency is not required for this position.",5/16/2024,N/A,7/18/2024,8/6/2024,$57,$62,"Legal Affairs",N/A,$57,$62
633947,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"QUALITY ANALYST, CRISIS SERVICES, BUREAU OF MENTAL HEALTH","CITY RESEARCH SCIENTIST",Non-Competitive-5,21744,1,"Health Policy, Research & Analysis",FT,"Experienced (non-manager)",Annual,"42-09 28th Street","Mental Health",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/22/2024,22-Apr-25,5/1/2024,8/6/2024,$70087,$77097,"Policy, Research & Analysis",N/A,$70087,$77097
609163,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,"SENIOR DESIGN REVIEWER (LANDSCAPE)","LANDSCAPE ARCHITECT",Competitive-1,21315,2,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","Pub Bldgs/A&E/Architecture","35 Hours","30-30 Thomson Avenue, Long Island City, NY 11101","New York City Residency is not required for this position.",10/19/2023,N/A,5/30/2024,8/6/2024,$88026,$105000,"Engineering, Architecture, & Planning","35 Hours Per Week",$88026,$105000
596184,"HRA/DEPT OF SOCIAL SERVICES",Internal,1,"CASE MANAGEMENT TEAM LEADER","ASSOCIATE JOB OPPORTUNITY SPEC",Competitive-1,52316,2,"Social Services",FT,"Experienced (non-manager)",Annual,"109 E 16Th St., N.Y.","Customized Assist Svc-NM","9:00am-17:00pm (Flexible)","109 E 16Th St., N.Y.","New York City Residency is not required for this position.",8/2/2023,N/A,8/2/2023,8/6/2024,$66430,$76394,"Social Services","9 AM - 5 PM",$66430,$76394
636918,"DEPT OF DESIGN & CONSTRUCTION",External,1,"COLLEGE AIDE (PROJECT CONTROLS)","COLLEGE AIDE (ALL CITY DEPTS)",Non-Competitive-5,10209,1,"Engineering, Architecture, & Planning Policy, Research & Analysis",FT,Student,Hourly,"30-30 Thomson Ave L I City Qns","PROJ CNTRLS/PROC IMPVMT+ANYTI",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/30/2024,N/A,5/30/2024,8/6/2024,$17,$17,"Policy, Research & Analysis",N/A,$17,$17
597590,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"PUBLIC HEALTH ADVISOR I - DATA ENTRY UNIT , BUREAU OF SCHOOL HEALTH","PUBLIC HEALTH ADVISER (SCHOOL",Competitive-1,51195,1,Health,PT,"Experienced (non-manager)",Hourly,"30-30 47TH AVE","SH Vision",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",8/24/2023,23-Aug-24,4/1/2024,8/6/2024,$23,$28,Health,N/A,$23,$28
635623,"HRA/DEPT OF SOCIAL SERVICES",External,2,"SENIOR SPECIAL INVESTIGATOR","INVESTIGATOR(DISCP)(ONLY FOR P","Pending Classification-2",6316,2,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Technology, Data & Innovation Public Safety, Inspections, & Enforcement Social Services",FT,"Experienced (non-manager)",Annual,"155 West Broadway New York N Y","DSS ACCOUNTABILITY OFFICE NM","Monday- Friday 9-5","155 West Broadway New York N Y","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",5/8/2024,N/A,5/9/2024,8/6/2024,$55270,$63560,"Technology, Data & Innovation","40 Hours Per Week",$55270,$63560
637616,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"DEPUTY PORTFOLIO MANAGER","ADMINISTRATIVE PROJECT MANAGER",Competitive-1,83008,M3,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",FT,Manager,Annual,"71 Smith Avenue, Kingston, Ny","UPSTATE CAPITAL CONSTR. - IFA",N/A,N/A,"New York City Residency is not required for this position.",7/30/2024,N/A,7/30/2024,8/6/2024,$81083,$216270,"Public Safety",N/A,$81083,$216270
613253,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,DIRECTOR,"ADMINISTRATIVE CITY PLANNER",Competitive-1,10053,M2,"Engineering, Architecture, & Planning",FT,Manager,Annual,"30-30 Thomson Ave L I City Qns","INFRA/SUS DESGN/SUS COORD",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",11/6/2023,N/A,3/5/2024,8/6/2024,$64922,$144066,"Engineering, Architecture, & Planning",N/A,$64922,$144066
631440,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"ASSISTANT PROJECT MANAGER","PROJECT MANAGER",Competitive-1,22426,0,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"96-05 Horace Harding Expway","IN CITY WATER SYSTEMS",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/2/2024,N/A,5/29/2024,8/6/2024,$62370,$93587,"Public Safety",N/A,$62370,$93587
599765,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,"JUNIOR ENGINEER (DESIGN)","CIVIL ENGINEERING INTERN",Competitive-1,20202,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns","INFRASTRUCTURE/DESIGN/SECT. 1","35 Hours","30-30 Thomson Avenue, LIC, NY 11101","New York City Residency is not required for this position.",10/10/2023,N/A,10/10/2023,8/6/2024,$56181,$64608,"Engineering, Architecture, & Planning","35 Hours Per Week",$56181,$64608
551356,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"DIRECTOR OF BUDGET, EXECUTIVE ADMINISTRATION","ADM MANAGER-NON-MGRL FRM M1/M2",Competitive-1,1002C,3,"Finance, Accounting, & Procurement",FT,"Experienced (non-manager)",Annual,"59-17 Junction Blvd Corona Ny","EXECUTIVE ADMINISTRATION","35 hours/week","59-17 Junction Blvd Corona Ny","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",9/16/2022,N/A,9/16/2022,8/6/2024,$74730,$130000,"Finance, Accounting, & Procurement","35 Hours Per Week",$74730,$130000
625076,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,1,"PUBLIC HEALTH ADVISOR, BUREAU OF PUBLIC HEALTH CLINICS","PUBLIC HEALTH ADVISER",Competitive-1,51191,2,Health,FT,"Experienced (non-manager)",Annual,"NYC - All Boroughs","Clinical Operations",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",1/29/2024,28-Jan-25,7/2/2024,8/6/2024,$51528,$59257,Health,N/A,$51528,$59257
640560,"OFFICE OF THE COMPTROLLER",Internal,1,"CLAIM SPECIALIST III - 1ST PARTY NO FAULT CLAIMS","CLAIM SPECIALIST",Competitive-1,30726,3,"Legal Affairs",FT,"Experienced (non-manager)",Annual,"1 Centre St., N.Y.","Law and Adjustment",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/9/2024,7-Oct-24,7/9/2024,8/6/2024,$67680,$77832,"Legal Affairs",N/A,$67680,$77832
638663,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"CUSTODIAN, BUREAU OF OPERATIONS",CUSTODIAN,Competitive-1,80609,2,"Health Building Operations & Maintenance",FT,"Experienced (non-manager)",Annual,"600 W 168Th St., N.Y.",Operations,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/18/2024,18-Jun-25,6/18/2024,8/6/2024,$38588,$50918,Health,N/A,$38588,$50918
559011,"DEPT OF ENVIRONMENT PROTECTION",External,1,"ASSISTANT MECHANICAL ENGINEER","ASSISTANT MECHANICAL ENGINEER",Competitive-1,20410,0,"Engineering, Architecture, & Planning",FT,Entry-Level,Annual,"59-17 Junction Blvd Corona Ny","Air Resource/Asbestos","35 Hour/Weekly","59-17 Junction Blvd Corona Ny","New York City Residency is not required for this position.",11/15/2022,N/A,11/15/2022,8/6/2024,$57078,$85646,"Engineering, Architecture, & Planning","35 Hours Per Week",$57078,$85646
638724,"OFFICE OF MANAGEMENT & BUDGET",External,1,"ASSISTANT ANALYST  EXPENSE BUDGET, CASHFLOW REPORTING AND BUDGET PUBLICATIONS","BUDGET ANALYST (OMB)","Pending Classification-2",6088,1,"Finance, Accounting, & Procurement Policy, Research & Analysis",FT,Entry-Level,Annual,"255 Greenwich Street","Office of Budget Review",N/A,"255 Greenwich Street","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/20/2024,N/A,6/20/2024,8/6/2024,$58851,$58851,"Policy, Research & Analysis",N/A,$58851,$58851
633449,"DEPT OF DESIGN & CONSTRUCTION",External,1,"REVENUE ANALYST",ACCOUNTANT,Competitive-1,40510,2,"Finance, Accounting, & Procurement",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns",F&P/ExpBudg/Fisc.Audit&ActPybl,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/17/2024,N/A,4/17/2024,8/6/2024,$61206,$70387,"Finance, Accounting, & Procurement",N/A,$61206,$70387
635995,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"PORTFOLIIO MANAGER","ADMINISTRATIVE PROJECT MANAGER",Competitive-1,83008,M4,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",FT,Manager,Annual,"96-05 Horace Harding Expway","PROJECT MANAGEMENT AND CONSTR.",N/A,N/A,"New York City Residency is not required for this position.",5/22/2024,N/A,5/22/2024,8/6/2024,$88437,$228190,"Public Safety",N/A,$88437,$228190
630003,"DEPT OF HEALTH/MENTAL HYGIENE",External,2,"ASTHMA COUNSELING SPECIALIST, BUREAU OF HARLEM NEIGHBORHOOD HEALTH","SOCIAL WORKER",Competitive-1,52613,0,"Health Social Services",FT,"Experienced (non-manager)",Annual,"161-169 East 110 Street","CHECW-HRLM NEIGHBORHOOD HLTH.",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",4/1/2024,1-Apr-25,4/5/2024,8/6/2024,$55816,$79000,"Social Services",N/A,$55816,$79000
639505,"NYC EMPLOYEES RETIREMENT SYS",External,2,"ASSISTANT RETIREMENT BENEFITS EXAMINER (PART-TIME)","ASSISTANT RETIREMENT BENEFITS",Competitive-1,40491,0,"Finance, Accounting, & Procurement Policy, Research & Analysis",PT,Entry-Level,Hourly,"335 Adams Street, Brooklyn Ny","Executive Management",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/26/2024,15-Aug-24,6/26/2024,8/6/2024,$26,$29,"Policy, Research & Analysis",N/A,$26,$29
639505,"NYC EMPLOYEES RETIREMENT SYS",External,2,"ASSISTANT RETIREMENT BENEFITS EXAMINER (PART-TIME)","ASSISTANT RETIREMENT BENEFITS",Competitive-1,40491,0,"Finance, Accounting, & Procurement Policy, Research & Analysis",PT,Entry-Level,Hourly,"335 Adams Street, Brooklyn Ny","Executive Management",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/26/2024,15-Aug-24,6/26/2024,8/6/2024,$26,$29,"Policy, Research & Analysis",N/A,$26,$29
592240,"HOUSING PRESERVATION & DVLPMNT",External,1,"FIELD TECH - EMERGENCY OPERATIONS DIVISION (EOD) ENVIRONMENTAL HAZARDS UNIT (EHU)","CONSTRUCTION PROJECT MANAGER",Competitive-1,34202,2,"Public Safety, Inspections, & Enforcement",FT,"Experienced (non-manager)",Annual,"105 East 106 Street, New York,","ENVIRONMENTAL HAZARD UNIT",N/A,"105 East 106 Street, New York,","New York City Residency is not required for this position.",7/7/2023,N/A,8/5/2024,8/6/2024,$85147,$85147,"Public Safety",N/A,$85147,$85147
633563,"TECHNOLOGY & INNOVATION",External,1,"VULNERABILITY MANAGEMENT ANALYST","CYBER SECURITY ANALYST",Competitive-1,13633,2,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"2 Metro Tech","THREAT MANAGEMENT","Day - Due to the necessary technical support duties of this position in a 24/7 operation, candidate may be required to work various shifts such as weekends and/or nights/evenings.","NY NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",6/21/2024,20-Aug-24,7/24/2024,8/6/2024,$86101,$101295,"Technology, Data & Innovation",N/A,$86101,$101295
622615,"DEPT OF HEALTH/MENTAL HYGIENE",External,1,"PREVENTIVE MAINTENANCE PROGRAM MANAGER, BUREAU OF FACILITIES PLANNING AND ADMINISTRATIVE SERVICES","CONSTRUCTION PROJECT MANAGER",Competitive-1,34202,2,"Health Building Operations & Maintenance",FT,"Experienced (non-manager)",Annual,"455 First Ave., N.Y.",Operations/Labs,N/A,N/A,"New York City Residency is not required for this position.",1/12/2024,8-Aug-24,5/10/2024,8/6/2024,$74041,$98000,Health,N/A,$74041,$98000
611362,"DEPT OF HEALTH/MENTAL HYGIENE",Internal,2,"IT PROJECT MANAGER, BUREAU OF IT STRATEGY AND PROJECT MANAGEMENT","IT PROJECT SPECIALIST",Non-Competitive-5,95710,0,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"42-09 28th Street","Enterprise Tech Business Solns",N/A,N/A,"New York City Residency is not required for this position.",10/17/2023,16-Oct-24,5/22/2024,8/6/2024,$75000,$104838,"Technology, Data & Innovation",N/A,$75000,$104838
562175,"DEPT OF ENVIRONMENT PROTECTION",Internal,13,"WATER SYSTEMS OPERATION SPECIALIST APPRENTICE - 13 POSITIONS","CITY SEASONAL AIDE",Non-Competitive-5,91406,0,"Building Operations & Maintenance",FT,"Experienced (non-manager)",Hourly,"2389 Route 28A, Shokan, Ny","ASHOKAN MAINTENANCE","40 Hours per week / may be required to work shifts including nights, Saturdays, Sundays, and holidays.","Positions may be filled in Downsville, Schoharie, Grahamsville, Shokan, Valhalla, Wappingers Falls, and Carmel.	  Downsville 20 NYC Highway 30A   Downsville, NY 13755  Schoharie 370 State Road 30 Gilboa, NY12076  Grahamsville 7870 State Road 42  Grahamsville, NY 12740		  Shokan 2389 Route 28A    Shokan, NY 12461  Wappingers Falls 199 River Road North  Wappingers Falls, NY 12590		  Carmel 1286 Route 6  Carmel, NY 10512","New York City Residency is not required for this position.",11/25/2022,N/A,1/26/2023,8/6/2024,$15,$15,"Building Operations & Maintenance","40 Hours Per Week",$31200,$31200
642523,"TECHNOLOGY & INNOVATION",External,1,"THREAT ANALYST","CYBER SECURITY ANALYST",Competitive-1,13633,1,"Technology, Data & Innovation",FT,"Experienced (non-manager)",Annual,"2 Metro Tech","THREAT MANAGEMENT","Day - Due to the necessary technical support duties of this position in a 24/7 operation, candidate may be required to work various shifts such as weekends and/or nights/evenings","Brooklyn, NY","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/23/2024,22-Aug-24,7/23/2024,8/6/2024,$59314,$80000,"Technology, Data & Innovation",N/A,$59314,$80000
538207,"DEPARTMENT OF CORRECTION",External,2,"LEGAL COORDINATOR","LEGAL COORDINATOR",Competitive-1,30081,0,"Constituent Services & Community Programs Social Services",FT,"Experienced (non-manager)",Annual,"75-20 Astoria Blvd","Adult Offender Pgms.",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",7/1/2022,N/A,2/28/2023,8/6/2024,$47418,$54531,"Social Services",N/A,$47418,$54531
618710,"HRA/DEPT OF SOCIAL SERVICES",Internal,4,CASEWORKER,CASEWORKER,Competitive-1,52304,0,"Social Services",FT,"Experienced (non-manager)",Annual,"275-285 Bergen St, Brooklyn Ny","HOME CARE SVCS-NM",N/A,"CASA SOUTH Ã¢Â€Â“ 275-285 BERGEN ST, BROOKLYN, NY 11217","New York City Residency is not required for this position.",1/29/2024,N/A,2/21/2024,8/6/2024,$45329,$77633,"Social Services",N/A,$45329,$77633
612825,"DEPARTMENT OF TRANSPORTATION",External,1,"PROJECT LEAD Ã¢Â€Â“ BIKE UNIT","ASSISTANT CIVIL ENGINEER",Competitive-1,20210,0,"Engineering, Architecture, & Planning",FT,"Experienced (non-manager)",Annual,"55 Water St Ny Ny","Office of Bicycle/Pedes Prgms",N/A,N/A,"New York City Residency is not required for this position.",10/26/2023,N/A,10/26/2023,8/6/2024,$62370,$93587,"Engineering, Architecture, & Planning",N/A,$62370,$93587
611315,"DEPT OF ENVIRONMENT PROTECTION",Internal,2,"PROJECT COORDINATOR","PROJECT MANAGER INTERN#",Competitive-1,22425,0,"Engineering, Architecture, & Planning",FT,Entry-Level,Annual,"96-05 Horace Harding Expway","PROJECT MANAGEMENT OFFICE",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",11/27/2023,N/A,4/18/2024,8/6/2024,$56313,$64760,"Engineering, Architecture, & Planning",N/A,$56313,$64760
629168,"DEPT OF DESIGN & CONSTRUCTION",Internal,1,"CAPITAL BUDGET INFRASTRUCTURE AND SITE AND SAFETY SUPERVISOR",ACCOUNTANT,Competitive-1,40510,2,"Finance, Accounting, & Procurement",FT,"Experienced (non-manager)",Annual,"30-30 Thomson Ave L I City Qns",F&P/Cb&Payments/Cap.Budg.Admin,N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",3/8/2024,N/A,5/31/2024,8/6/2024,$61206,$94223,"Finance, Accounting, & Procurement",N/A,$61206,$94223
626507,"DEPT OF ENVIRONMENT PROTECTION",Internal,1,"DEPUTY COMMISSIONER, BUREAU OF CUSTOMER SERVICES","DEPUTY COMMISSIONER (DEP)",Non-Competitive-5,95275,M6,"Administration & Human Resources Finance, Accounting, & Procurement Technology, Data & Innovation Policy, Research & Analysis",FT,Executive,Annual,"59-17 Junction Blvd Corona Ny","BCS - Executive Office",N/A,N/A,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County.",2/9/2024,N/A,2/9/2024,8/6/2024,$225000,$246000,"Technology, Data & Innovation",N/A,$225000,$246000
